location_name,cause_name,year,asmr,asmr_low,asmr_upp,deaths,deaths_low,deaths_upp
Bangladesh,Zika virus,2019,0.00,0.00,0.00,0.0,0.0,0.0
India,Acute glomerulonephritis,2019,0.02,0.01,0.03,202.5,115.4,342.7
India,Acute hepatitis A,2019,1.36,0.86,2.32,16963.8,10764.1,28780.0
India,Acute hepatitis B,2019,0.92,0.50,1.31,11666.3,6302.2,16491.4
India,Acute hepatitis C,2019,0.17,0.04,0.31,2116.0,479.3,3909.2
India,Acute hepatitis E,2019,0.14,0.05,0.26,1653.4,658.3,3163.0
India,Acute lymphoid leukemia,2019,0.58,0.39,0.79,7503.8,5013.3,10265.5
India,Acute myeloid leukemia,2019,0.90,0.69,1.23,10739.3,8176.0,14545.6
India,Adverse effects of medical treatment,2019,3.57,2.92,4.04,38349.7,31377.0,43228.0
India,African trypanosomiasis,2019,0.00,0.00,0.00,0.0,0.0,0.0
India,Alcohol use disorders,2019,1.67,0.92,2.06,21913.0,12052.0,27100.3
India,Alcoholic cardiomyopathy,2019,0.10,0.02,0.22,1135.3,206.2,2655.6
India,Alzheimer's disease and other dementias,2019,17.18,4.07,46.66,126552.4,30015.4,353168.4
India,Amphetamine use disorders,2019,0.02,0.01,0.02,234.5,185.3,322.4
India,Anorexia nervosa,2019,0.00,0.00,0.00,2.8,0.8,24.1
India,Aortic aneurysm,2019,1.23,0.85,1.78,12390.8,8440.0,18092.0
India,Appendicitis,2019,0.87,0.58,1.14,10288.6,7046.9,13397.2
India,Asbestosis,2019,0.02,0.01,0.04,221.4,118.3,394.0
India,Ascariasis,2019,0.02,0.02,0.03,288.4,213.4,357.0
India,Asthma,2019,20.76,14.22,31.34,208434.4,144454.3,315816.4
India,Atrial fibrillation and flutter,2019,3.52,2.52,4.52,26854.7,19393.3,34180.6
India,Bladder cancer,2019,1.23,1.11,1.44,12250.4,11074.3,14333.5
India,Brain and central nervous system cancer,2019,1.61,1.33,2.14,20221.9,16703.5,26853.6
India,Breast cancer,2019,6.56,5.70,7.60,77211.0,67368.2,89270.8
India,Burkitt lymphoma,2019,0.01,0.01,0.02,158.9,81.3,249.0
India,COVID-19,2019,0.00,0.00,0.00,0.0,0.0,0.0
India,Cellulitis,2019,0.59,0.42,0.87,6304.3,4528.1,9203.3
India,Cervical cancer,2019,4.92,4.33,5.54,59622.8,52278.3,67133.4
India,Chagas disease,2019,0.00,0.00,0.00,0.0,0.0,0.0
India,Chlamydial infection,2019,0.03,0.02,0.04,371.8,187.1,524.4
India,Chronic hepatitis B including cirrhosis,2019,6.14,4.24,8.15,74195.7,51832.8,97431.7
India,Chronic hepatitis C including cirrhosis,2019,4.55,3.02,6.06,53989.2,35901.5,72303.1
India,Chronic kidney disease due to diabetes mellitus type 1,2019,1.17,0.82,1.61,14923.5,10570.9,20491.4
India,Chronic kidney disease due to diabetes mellitus type 2,2019,5.25,4.17,6.48,54300.3,42492.6,67841.8
India,Chronic kidney disease due to glomerulonephritis,2019,2.19,1.67,2.79,23598.9,18066.4,29982.2
India,Chronic kidney disease due to hypertension,2019,3.29,2.55,4.17,32761.9,24886.9,41978.6
India,Chronic kidney disease due to other and unspecified causes,2019,4.22,3.30,5.33,44029.6,34571.1,55674.6
India,Chronic lymphoid leukemia,2019,0.09,0.04,0.12,917.1,382.9,1251.6
India,Chronic myeloid leukemia,2019,0.38,0.23,0.57,4164.0,2514.3,6392.6
India,Chronic obstructive pulmonary disease,2019,114.31,101.51,128.06,1062062.2,945182.3,1183965.7
India,Cirrhosis due to alcohol,2019,7.21,5.03,9.46,86725.2,61172.2,114379.1
India,Cirrhosis due to other causes,2019,3.89,2.55,5.39,47369.3,31470.7,65769.2
India,Coal workers pneumoconiosis,2019,0.01,0.01,0.03,131.1,69.8,255.1
India,Cocaine use disorders,2019,0.06,0.04,0.09,820.2,554.2,1198.6
India,Colon and rectum cancer,2019,4.68,4.26,5.14,52165.2,47492.5,57307.6
India,Conflict and terrorism,2019,0.09,0.08,0.10,1378.0,1241.4,1531.8
India,Congenital heart anomalies,2019,4.22,3.19,5.91,48004.0,36732.1,67082.9
India,Congenital musculoskeletal and limb anomalies,2019,0.24,0.13,0.42,2699.5,1541.5,4763.9
India,Crohn's disease,2019,0.05,0.03,0.08,526.8,342.9,867.0
India,Cyclist road injuries,2019,1.20,1.01,1.45,15901.2,13377.8,19191.3
India,Cystic echinococcosis,2019,0.03,0.02,0.04,373.4,253.3,491.6
India,Cysticercosis,2019,0.00,0.00,0.01,58.3,33.5,83.1
India,Decubitus ulcer,2019,0.51,0.27,0.65,4994.5,2717.8,6489.1
India,Dengue,2019,1.32,0.77,1.86,14414.0,8044.3,20620.3
India,Diabetes mellitus type 1,2019,0.85,0.64,1.07,10926.7,8424.6,13739.8
India,Diabetes mellitus type 2,2019,30.94,27.89,33.91,310589.3,280583.5,340432.0
India,Diarrheal diseases,2019,58.23,36.77,91.30,532716.8,336963.7,839537.5
India,Digestive congenital anomalies,2019,0.74,0.41,1.25,8100.9,4559.4,13704.3
India,Diphtheria,2019,0.01,0.01,0.02,165.7,132.3,206.2
India,Down syndrome,2019,0.25,0.15,0.44,2990.1,1787.9,5191.3
India,Drowning,2019,4.14,3.70,4.57,53180.8,47657.5,58603.6
India,Drug-susceptible tuberculosis,2019,30.63,22.71,37.80,356260.5,262902.7,439978.3
India,Ebola,2019,0.00,0.00,0.00,0.0,0.0,0.0
India,Ectopic pregnancy,2019,0.01,0.01,0.02,212.1,170.0,261.8
India,Electrocution,2019,0.26,0.09,0.45,3730.3,1345.3,6438.4
India,Encephalitis,2019,4.52,3.80,5.86,48557.4,40555.2,63965.1
India,Endocarditis,2019,0.82,0.64,0.99,9028.3,7047.5,11043.7
India,Endometriosis,2019,0.00,0.00,0.00,4.1,0.4,22.9
India,Environmental heat and cold exposure,2019,0.69,0.10,1.09,7423.4,1092.6,11918.9
India,Esophageal cancer,2019,3.30,2.97,4.09,36938.2,33313.5,45421.7
India,Exposure to forces of nature,2019,0.19,0.17,0.21,2243.0,2036.6,2467.9
India,Extensively drug-resistant tuberculosis,2019,0.24,0.05,0.63,2839.1,524.1,7432.1
India,Falls,2019,25.03,21.02,27.80,236693.8,197801.5,261599.4
India,"Fire, heat, and hot substances",2019,2.00,1.52,2.28,25739.8,19091.7,29443.2
India,Foreign body in other body part,2019,0.02,0.01,0.04,223.9,145.6,429.9
India,G6PD deficiency,2019,0.03,0.02,0.04,397.6,278.2,490.5
India,Gallbladder and biliary diseases,2019,0.51,0.33,0.82,5062.6,3369.3,8303.1
India,Gallbladder and biliary tract cancer,2019,2.40,1.65,2.81,25889.4,17736.4,30178.4
India,Gastritis and duodenitis,2019,0.43,0.28,0.65,4516.6,2952.6,6720.0
India,Genital prolapse,2019,0.02,0.01,0.03,163.2,97.9,284.0
India,Gonococcal infection,2019,0.01,0.01,0.01,121.2,63.9,171.9
India,HIV/AIDS - Drug-susceptible Tuberculosis,2019,0.86,0.58,1.17,12022.5,8053.9,16450.0
India,HIV/AIDS - Extensively drug-resistant Tuberculosis,2019,0.01,0.00,0.02,107.7,19.5,285.5
India,HIV/AIDS - Multidrug-resistant Tuberculosis without extensive drug resistance,2019,0.15,0.03,0.37,2035.9,391.0,5145.3
India,HIV/AIDS resulting in other diseases,2019,2.78,2.18,3.56,38976.2,30412.6,50556.0
India,Hemolytic disease and other neonatal jaundice,2019,1.35,0.99,1.80,14692.8,10764.5,19617.5
India,Hepatoblastoma,2019,0.03,0.02,0.03,296.5,222.0,386.9
India,Hodgkin lymphoma,2019,0.38,0.27,0.57,4911.7,3459.3,7347.9
India,Hypertensive heart disease,2019,16.22,12.56,20.27,150146.6,115823.6,189023.1
India,Idiopathic epilepsy,2019,2.67,1.93,3.00,32681.4,24015.7,36732.7
India,Indirect maternal deaths,2019,0.18,0.15,0.21,2790.9,2360.5,3297.6
India,"Inguinal, femoral, and abdominal hernia",2019,1.14,0.80,1.55,10940.8,7787.3,15044.5
India,Interstitial lung disease and pulmonary sarcoidosis,2019,4.65,2.93,6.57,46372.2,29153.5,66137.7
India,Intracerebral hemorrhage,2019,37.37,30.31,42.95,412201.0,337332.0,472840.9
India,Invasive Non-typhoidal Salmonella (iNTS),2019,0.30,0.17,0.48,3963.0,2205.5,6394.0
India,Ischemic heart disease,2019,153.72,142.58,164.74,1579145.9,1471527.8,1691428.1
India,Ischemic stroke,2019,33.27,28.94,40.52,303693.2,262803.0,376505.0
India,Kidney cancer,2019,0.68,0.62,0.75,7569.5,6920.9,8321.3
India,Larynx cancer,2019,2.40,2.15,2.69,27507.8,24611.8,30758.2
India,Late maternal deaths,2019,0.04,0.03,0.05,602.6,428.2,815.8
India,Lip and oral cavity cancer,2019,5.93,5.32,6.56,67313.6,60344.4,74350.3
India,Liver cancer due to NASH,2019,0.40,0.33,0.47,4385.3,3668.5,5134.6
India,Liver cancer due to alcohol use,2019,0.78,0.65,0.92,8948.3,7495.7,10577.8
India,Liver cancer due to hepatitis B,2019,0.95,0.80,1.10,11335.2,9608.1,13149.9
India,Liver cancer due to hepatitis C,2019,0.62,0.52,0.73,6650.4,5586.5,7896.9
India,Liver cancer due to other causes,2019,0.09,0.07,0.10,1023.8,854.2,1217.1
India,Lower extremity peripheral arterial disease,2019,0.25,0.16,0.42,2182.0,1419.7,3623.3
India,Lower respiratory infections,2019,48.61,43.39,53.98,484225.9,431975.3,540016.1
India,Malaria,2019,1.05,0.74,1.60,13275.4,9327.6,20345.1
India,Malignant neoplasm of bone and articular cartilage,2019,0.75,0.63,0.95,9519.5,7919.8,12051.4
India,Malignant skin melanoma,2019,0.19,0.13,0.25,2261.5,1545.5,2953.3
India,Maternal abortion and miscarriage,2019,0.25,0.19,0.30,3746.2,2947.0,4676.6
India,Maternal deaths aggravated by HIV/AIDS,2019,0.00,0.00,0.00,17.0,9.3,25.8
India,Maternal hemorrhage,2019,0.43,0.36,0.52,6908.8,5731.9,8285.9
India,Maternal hypertensive disorders,2019,0.37,0.31,0.44,5734.9,4849.1,6819.8
India,Maternal obstructed labor and uterine rupture,2019,0.28,0.22,0.35,4297.7,3374.1,5341.1
India,Maternal sepsis and other maternal infections,2019,0.20,0.17,0.25,3158.4,2587.6,3823.1
India,Measles,2019,0.49,0.15,1.13,5738.9,1798.8,13249.2
India,Meningitis,2019,2.90,2.45,3.49,34254.6,29156.2,41094.1
India,Mesothelioma,2019,0.19,0.16,0.22,2141.0,1748.6,2504.3
India,Motor neuron disease,2019,0.02,0.01,0.03,266.2,137.2,397.6
India,Motor vehicle road injuries,2019,3.83,3.37,4.94,51955.3,45673.5,67508.2
India,Motorcyclist road injuries,2019,5.08,4.34,5.75,71797.2,61589.7,81133.6
India,Multidrug-resistant tuberculosis without extensive drug resistance,2019,4.61,0.89,11.30,53739.6,10362.5,131499.3
India,Multiple myeloma,2019,0.99,0.78,1.29,10808.4,8530.4,14028.3
India,Multiple sclerosis,2019,0.02,0.01,0.02,220.9,150.8,290.1
India,"Myelodysplastic, myeloproliferative, and other hematopoietic neoplasms",2019,0.13,0.08,0.24,1326.6,783.0,2455.2
India,Myocarditis,2019,0.29,0.18,0.43,3151.5,1991.7,4602.1
India,Nasopharynx cancer,2019,0.96,0.88,1.05,11811.8,10748.4,12954.6
India,Neonatal encephalopathy due to birth asphyxia and trauma,2019,7.95,5.65,12.90,86678.5,61582.4,140675.3
India,Neonatal preterm birth,2019,20.96,16.17,25.59,228584.8,176342.1,279041.6
India,Neonatal sepsis and other neonatal infections,2019,3.33,2.56,4.20,36295.9,27913.9,45766.7
India,Neural tube defects,2019,0.64,0.41,0.96,7050.4,4549.3,10613.2
India,Neuroblastoma and other peripheral nervous cell tumors,2019,0.04,0.03,0.05,531.9,415.2,667.3
India,Non-melanoma skin cancer (squamous-cell carcinoma),2019,0.41,0.34,0.54,3839.0,3237.9,5036.7
India,Non-rheumatic calcific aortic valve disease,2019,0.90,0.70,1.10,8478.6,6626.3,10303.6
India,Non-rheumatic degenerative mitral valve disease,2019,0.37,0.24,0.49,3784.4,2535.1,4986.3
India,Non-venomous animal contact,2019,0.06,0.04,0.09,658.7,479.1,1110.1
India,Nonalcoholic fatty liver disease including cirrhosis,2019,0.92,0.55,1.39,10128.1,6087.3,15135.1
India,Opioid use disorders,2019,0.48,0.41,0.54,6114.2,5146.5,7019.2
India,Orofacial clefts,2019,0.02,0.00,0.07,211.7,28.3,758.6
India,Other COVID-19 pandemic-related outcomes,2019,0.00,0.00,0.00,0.0,0.0,0.0
India,Other benign and in situ neoplasms,2019,0.00,0.00,0.00,1.5,0.8,2.0
India,Other cardiomyopathy,2019,4.99,3.92,6.42,51248.5,40066.7,65733.0
India,Other cardiovascular and circulatory diseases,2019,2.83,2.23,3.63,29173.3,23183.0,36956.9
India,Other chromosomal abnormalities,2019,0.23,0.14,0.39,2628.8,1598.6,4324.8
India,Other chronic respiratory diseases,2019,1.47,1.00,2.10,16153.3,11189.5,22716.7
India,Other congenital birth defects,2019,1.21,0.73,2.00,13930.7,8408.5,22658.0
India,Other digestive diseases,2019,1.03,0.50,1.74,10128.0,4988.6,17180.3
India,Other direct maternal disorders,2019,0.11,0.09,0.14,1804.3,1456.8,2193.6
India,Other drug use disorders,2019,0.09,0.07,0.11,1052.3,891.2,1368.9
India,"Other endocrine, metabolic, blood, and immune disorders",2019,0.44,0.30,0.51,4871.0,3409.1,5713.8
India,Other exposure to mechanical forces,2019,1.17,0.85,1.35,15047.2,10963.3,17445.6
India,Other eye cancers,2019,0.03,0.02,0.04,354.1,213.7,474.6
India,Other gynecological diseases,2019,0.19,0.14,0.24,2027.5,1496.3,2604.7
India,Other hemoglobinopathies and hemolytic anemias,2019,0.06,0.04,0.08,686.5,457.8,884.5
India,Other intestinal infectious diseases,2019,0.02,0.01,0.03,221.3,154.3,320.6
India,Other leukemia,2019,0.75,0.53,1.08,8440.3,5851.4,12077.9
India,Other malignant neoplasms,2019,3.27,2.73,3.68,37099.9,30871.1,41737.0
India,Other musculoskeletal disorders,2019,1.80,1.32,2.13,16824.0,12358.9,19885.7
India,Other neglected tropical diseases,2019,0.19,0.14,0.25,2221.1,1643.2,2855.9
India,Other neonatal disorders,2019,5.09,3.81,6.60,55530.8,41538.8,71982.8
India,Other neurological disorders,2019,0.19,0.08,0.25,2328.6,976.6,3112.6
India,Other non-Hodgkin lymphoma,2019,2.33,2.13,2.73,26511.3,24195.8,31160.8
India,Other non-rheumatic valve diseases,2019,0.01,0.01,0.02,125.2,76.4,220.9
India,Other nutritional deficiencies,2019,1.49,1.27,1.73,14695.2,12617.7,17110.3
India,Other pharynx cancer,2019,3.31,2.96,3.69,39147.2,35002.2,43625.3
India,Other pneumoconiosis,2019,0.05,0.03,0.08,471.5,288.8,752.8
India,Other road injuries,2019,0.13,0.11,0.15,1480.0,1231.9,1768.1
India,Other sexually transmitted infections,2019,0.10,0.05,0.14,1200.1,603.8,1685.5
India,Other skin and subcutaneous diseases,2019,0.13,0.09,0.31,1427.8,919.2,3258.3
India,Other transport injuries,2019,1.75,1.55,2.00,23396.4,20649.5,26672.1
India,Other unintentional injuries (internal),2019,1.30,0.34,1.63,17856.5,4570.4,22456.1
India,Other unspecified infectious diseases,2019,1.05,0.66,1.41,11550.7,7187.3,15693.6
India,Other urinary diseases,2019,0.86,0.58,1.26,8499.6,5671.3,12306.4
India,Otitis media,2019,0.01,0.00,0.01,46.9,17.2,108.7
India,Ovarian cancer,2019,1.87,1.62,2.24,21772.5,18856.1,26045.6
India,Pancreatic cancer,2019,1.53,1.39,1.68,16812.9,15258.0,18500.7
India,Pancreatitis,2019,1.77,1.33,2.30,21093.1,16025.9,27079.6
India,Paralytic ileus and intestinal obstruction,2019,4.04,2.79,5.43,44762.9,30810.9,60208.7
India,Paratyphoid fever,2019,0.87,0.38,1.70,11531.2,4951.8,22386.5
India,Parkinson's disease,2019,4.70,3.86,5.54,41343.5,34195.4,48666.0
India,Pedestrian road injuries,2019,5.97,5.10,6.68,75206.0,63988.6,84348.0
India,Peptic ulcer disease,2019,5.95,3.89,8.12,61891.2,40812.3,84329.9
India,Pertussis,2019,1.65,0.18,4.76,19110.5,2053.4,55307.8
India,Physical violence by firearm,2019,0.54,0.47,0.64,7669.7,6609.1,9098.6
India,Physical violence by other means,2019,1.64,1.49,1.81,22599.4,20571.1,24998.4
India,Physical violence by sharp object,2019,0.56,0.49,0.65,7924.5,6877.8,9094.1
India,Poisoning by carbon monoxide,2019,0.05,0.01,0.07,702.1,149.0,981.8
India,Poisoning by other means,2019,0.10,0.05,0.14,1355.7,590.9,1908.2
India,Police conflict and executions,2019,0.03,0.02,0.03,399.7,363.6,441.1
India,Prostate cancer,2019,2.46,1.99,3.35,23194.9,19052.4,31398.7
India,Protein-energy malnutrition,2019,1.40,1.06,1.83,15454.6,11625.1,20126.4
India,Pulmonary Arterial Hypertension,2019,0.26,0.16,0.43,2708.4,1774.3,4249.8
India,Pulmonary aspiration and foreign body in airway,2019,0.63,0.38,0.73,6163.4,3657.2,7380.7
India,Pyoderma,2019,0.76,0.52,1.00,7917.5,5238.6,10369.7
India,Rabies,2019,0.34,0.22,0.46,4340.9,2809.7,5971.7
India,Retinoblastoma,2019,0.04,0.02,0.06,464.9,283.5,690.0
India,Rheumatic heart disease,2019,15.47,12.89,20.70,170913.5,143320.1,225964.4
India,Rheumatoid arthritis,2019,0.80,0.58,1.27,7683.1,5631.0,11854.3
India,Schistosomiasis,2019,0.00,0.00,0.00,0.0,0.0,0.0
India,Self-harm by firearm,2019,0.71,0.30,1.19,10460.6,4428.1,17600.1
India,Self-harm by other specified means,2019,12.36,9.90,13.58,172794.7,138225.7,189898.7
India,Sickle cell disorders,2019,0.10,0.07,0.13,1411.5,954.0,1764.7
India,Silicosis,2019,0.08,0.04,0.12,800.8,441.5,1235.9
India,Soft tissue and other extraosseous sarcomas,2019,0.55,0.39,0.69,6351.8,4500.4,7985.2
India,Stomach cancer,2019,6.13,5.44,7.37,68437.4,60449.6,82275.5
India,Subarachnoid hemorrhage,2019,4.15,2.90,5.83,48214.4,34036.0,66949.8
India,Sudden infant death syndrome,2019,0.51,0.26,0.88,5600.4,2840.3,9600.0
India,Syphilis,2019,0.56,0.22,1.14,6086.6,2458.2,12465.6
India,Testicular cancer,2019,0.13,0.11,0.14,1788.9,1590.7,2017.1
India,Tetanus,2019,0.35,0.13,0.68,3988.4,1544.6,7718.9
India,Thalassemias,2019,0.02,0.01,0.02,184.0,110.5,273.6
India,Thyroid cancer,2019,0.61,0.52,0.68,6865.1,5864.7,7606.7
India,Thyroid diseases,2019,0.03,0.01,0.07,320.8,83.6,788.7
India,"Tracheal, bronchus, and lung cancer",2019,6.27,5.35,7.03,71486.2,60933.9,80140.8
India,Typhoid fever,2019,3.85,1.90,6.53,49171.7,24444.9,83756.5
India,Ulcerative colitis,2019,0.29,0.19,0.41,3039.1,1997.0,4221.7
India,Unintentional firearm injuries,2019,0.02,0.00,0.03,258.6,21.7,422.5
India,Upper respiratory infections,2019,0.12,0.02,0.26,1245.7,225.4,2807.2
India,Urinary tract infections and interstitial nephritis,2019,6.16,4.94,6.97,62379.5,49841.4,70478.0
India,Urogenital congenital anomalies,2019,0.18,0.07,0.36,1979.4,836.2,3939.5
India,Urolithiasis,2019,0.29,0.16,0.44,3095.1,1681.7,4690.9
India,Uterine cancer,2019,0.54,0.46,0.70,5998.7,5057.0,7652.5
India,Uterine fibroids,2019,0.04,0.03,0.07,445.6,261.5,708.3
India,Varicella and herpes zoster,2019,0.38,0.34,0.43,3391.5,2998.7,3824.1
India,Vascular intestinal disorders,2019,0.69,0.49,0.94,6591.7,4711.4,9127.1
India,Venomous animal contact,2019,4.28,3.19,5.23,53685.4,40157.2,65764.2
India,Visceral leishmaniasis,2019,0.09,0.00,0.44,1143.3,0.2,5971.0
India,Yellow fever,2019,0.00,0.00,0.00,0.0,0.0,0.0
India,Zika virus,2019,0.00,0.00,0.00,0.0,0.0,0.0
South Africa,Acute glomerulonephritis,2019,0.06,0.04,0.09,30.6,20.2,41.1
South Africa,Acute hepatitis A,2019,0.07,0.05,0.10,32.7,25.4,43.9
South Africa,Acute hepatitis B,2019,0.29,0.23,0.37,139.8,108.7,175.4
South Africa,Acute hepatitis C,2019,0.02,0.01,0.02,7.2,4.8,10.7
South Africa,Acute hepatitis E,2019,0.01,0.01,0.02,5.7,3.1,10.6
South Africa,Acute lymphoid leukemia,2019,0.73,0.42,0.95,375.3,219.8,488.4
South Africa,Acute myeloid leukemia,2019,1.36,0.91,1.80,640.0,429.2,847.7
South Africa,Adverse effects of medical treatment,2019,1.78,1.52,1.95,825.7,713.3,908.1
South Africa,African trypanosomiasis,2019,0.00,0.00,0.00,0.0,0.0,0.0
South Africa,Alcohol use disorders,2019,1.31,1.05,1.52,669.2,537.1,777.5
South Africa,Alcoholic cardiomyopathy,2019,0.01,0.00,0.01,1.6,0.2,2.4
South Africa,Alzheimer's disease and other dementias,2019,22.77,5.47,63.17,6734.3,1665.8,18574.8
South Africa,Amphetamine use disorders,2019,0.08,0.06,0.09,42.5,34.9,52.0
South Africa,Anorexia nervosa,2019,0.00,0.00,0.00,0.0,0.0,0.0
South Africa,Aortic aneurysm,2019,2.24,2.01,2.50,888.9,789.5,998.9
South Africa,Appendicitis,2019,0.40,0.31,0.47,201.7,159.3,238.8
South Africa,Asbestosis,2019,0.30,0.23,0.37,118.5,91.8,148.8
South Africa,Ascariasis,2019,0.02,0.01,0.02,7.8,4.7,11.1
South Africa,Asthma,2019,12.38,11.13,13.79,5137.9,4680.9,5719.7
South Africa,Atrial fibrillation and flutter,2019,4.14,3.54,4.58,1217.1,1053.2,1339.0
South Africa,Bladder cancer,2019,2.29,2.00,2.59,911.7,792.3,1036.8
South Africa,Brain and central nervous system cancer,2019,1.70,1.19,2.02,815.3,582.4,985.4
South Africa,Breast cancer,2019,14.06,12.66,15.40,6200.8,5571.5,6826.6
South Africa,Burkitt lymphoma,2019,0.03,0.02,0.04,13.2,8.4,18.8
South Africa,COVID-19,2019,0.00,0.00,0.00,0.0,0.0,0.0
South Africa,Cellulitis,2019,0.70,0.45,0.92,257.5,164.3,333.2
South Africa,Cervical cancer,2019,11.99,10.79,13.29,5686.5,5114.1,6317.7
South Africa,Chagas disease,2019,0.00,0.00,0.00,0.0,0.0,0.0
South Africa,Chlamydial infection,2019,0.03,0.02,0.04,13.1,10.6,20.0
South Africa,Chronic hepatitis B including cirrhosis,2019,4.11,3.57,4.75,1956.5,1702.2,2259.3
South Africa,Chronic hepatitis C including cirrhosis,2019,4.40,3.84,4.99,2082.1,1810.0,2364.1
South Africa,Chronic kidney disease due to diabetes mellitus type 1,2019,0.79,0.54,1.13,419.0,288.4,592.5
South Africa,Chronic kidney disease due to diabetes mellitus type 2,2019,4.26,3.22,5.65,1597.1,1209.9,2138.1
South Africa,Chronic kidney disease due to glomerulonephritis,2019,6.37,5.01,7.87,2764.1,2200.4,3398.1
South Africa,Chronic kidney disease due to hypertension,2019,14.65,12.34,17.16,5466.8,4631.4,6389.7
South Africa,Chronic kidney disease due to other and unspecified causes,2019,7.52,5.98,9.36,2934.3,2373.6,3619.9
South Africa,Chronic lymphoid leukemia,2019,1.17,0.55,1.50,455.4,214.1,594.5
South Africa,Chronic myeloid leukemia,2019,0.03,0.02,0.05,13.7,6.9,25.2
South Africa,Chronic obstructive pulmonary disease,2019,34.52,31.57,37.51,13043.0,11986.6,14133.5
South Africa,Cirrhosis due to alcohol,2019,2.91,2.45,3.44,1362.0,1149.2,1621.7
South Africa,Cirrhosis due to other causes,2019,1.74,1.38,2.16,817.2,654.8,1019.5
South Africa,Coal workers pneumoconiosis,2019,0.01,0.01,0.02,5.3,3.5,9.4
South Africa,Cocaine use disorders,2019,0.15,0.12,0.18,78.2,64.2,92.8
South Africa,Colon and rectum cancer,2019,11.07,10.17,12.30,4613.3,4242.4,5188.2
South Africa,Conflict and terrorism,2019,0.10,0.09,0.11,57.0,51.8,62.7
South Africa,Congenital heart anomalies,2019,2.07,1.34,2.94,1053.5,684.3,1489.1
South Africa,Congenital musculoskeletal and limb anomalies,2019,0.34,0.22,0.46,168.7,112.3,230.0
South Africa,Crohn's disease,2019,0.01,0.00,0.01,3.3,1.7,5.3
South Africa,Cyclist road injuries,2019,0.33,0.29,0.38,192.6,166.8,220.8
South Africa,Cystic echinococcosis,2019,0.02,0.01,0.02,7.8,4.0,11.5
South Africa,Cysticercosis,2019,0.07,0.04,0.10,37.0,20.9,54.7
South Africa,Decubitus ulcer,2019,1.53,1.04,1.91,501.7,343.0,634.2
South Africa,Dengue,2019,0.00,0.00,0.00,0.0,0.0,0.0
South Africa,Diabetes mellitus type 1,2019,0.42,0.35,0.48,240.1,200.5,271.8
South Africa,Diabetes mellitus type 2,2019,77.49,71.91,82.44,31079.9,28974.2,32992.1
South Africa,Diarrheal diseases,2019,39.37,27.84,60.00,16881.5,12319.5,24989.1
South Africa,Digestive congenital anomalies,2019,0.54,0.34,0.80,271.4,169.8,398.7
South Africa,Diphtheria,2019,0.02,0.02,0.03,12.9,10.2,16.0
South Africa,Down syndrome,2019,0.58,0.36,0.79,295.4,184.9,401.3
South Africa,Drowning,2019,3.74,3.40,4.10,2041.6,1865.0,2235.1
South Africa,Drug-susceptible tuberculosis,2019,43.30,37.89,49.02,20890.0,18293.0,23638.4
South Africa,Ebola,2019,0.00,0.00,0.00,0.0,0.0,0.0
South Africa,Ectopic pregnancy,2019,0.09,0.07,0.12,61.1,46.3,78.0
South Africa,Electrocution,2019,0.26,0.10,0.39,148.9,58.0,229.7
South Africa,Encephalitis,2019,0.32,0.28,0.42,164.3,139.6,218.5
South Africa,Endocarditis,2019,1.01,0.85,1.35,494.7,415.8,674.3
South Africa,Endometriosis,2019,0.00,0.00,0.00,0.7,0.2,1.7
South Africa,Environmental heat and cold exposure,2019,0.86,0.40,1.51,460.3,211.3,818.8
South Africa,Esophageal cancer,2019,11.12,10.23,12.20,4825.2,4444.2,5307.7
South Africa,Exposure to forces of nature,2019,0.21,0.19,0.23,102.0,92.6,112.2
South Africa,Extensively drug-resistant tuberculosis,2019,0.04,0.01,0.10,17.3,4.7,46.0
South Africa,Falls,2019,2.52,2.20,3.18,1088.0,948.8,1363.6
South Africa,"Fire, heat, and hot substances",2019,4.72,3.97,5.43,2426.4,2015.6,2764.6
South Africa,Foreign body in other body part,2019,0.30,0.14,0.43,153.3,72.2,221.9
South Africa,G6PD deficiency,2019,0.26,0.20,0.32,133.2,100.6,163.0
South Africa,Gallbladder and biliary diseases,2019,2.66,1.97,3.25,1068.3,788.8,1321.9
South Africa,Gallbladder and biliary tract cancer,2019,0.84,0.54,0.97,349.5,228.0,407.2
South Africa,Gastritis and duodenitis,2019,1.31,1.15,1.49,493.4,425.2,556.2
South Africa,Genital prolapse,2019,0.02,0.01,0.03,6.8,4.2,9.2
South Africa,Gonococcal infection,2019,0.01,0.01,0.02,6.4,5.0,9.2
South Africa,HIV/AIDS - Drug-susceptible Tuberculosis,2019,63.21,53.45,69.40,37124.5,31368.4,40785.7
South Africa,HIV/AIDS - Extensively drug-resistant Tuberculosis,2019,0.06,0.02,0.15,36.4,10.1,89.1
South Africa,HIV/AIDS - Multidrug-resistant Tuberculosis without extensive drug resistance,2019,4.46,1.26,11.14,2623.0,746.3,6520.1
South Africa,HIV/AIDS resulting in other diseases,2019,88.42,82.95,98.40,52141.9,49004.2,57989.0
South Africa,Hemolytic disease and other neonatal jaundice,2019,0.31,0.24,0.40,154.7,118.0,195.7
South Africa,Hepatoblastoma,2019,0.02,0.02,0.03,10.8,8.3,13.6
South Africa,Hodgkin lymphoma,2019,0.27,0.16,0.33,139.2,85.9,170.8
South Africa,Hypertensive heart disease,2019,47.12,39.63,54.28,17059.2,14630.0,19648.2
